kp,sentence_text,match_score,comment_id,sentence_id,sents_in_comment,span_start,span_end,num_tokens,argument_quality
none,the fourth applicant's belief that the first applicant was innocent.,0.0,1294,4,5,263,331,10,0.3556939959526062
none,"the individual concerned the principle ""ne bis in idem"" must apply to.",0.0,1398,1,3,36,106,12,0.3162481486797333
none,the intensive care unit of the Sofia Higher Military Medical Institute.,0.0,1446,2,3,116,187,11,0.4098551869392395
none,the intensive care unit of the Sofia Higher Military Medical Institute.,0.0,1454,1,2,38,109,11,0.4098551869392395
none,the meaning of para.,0.0,1285,5,9,202,222,4,0.2971374988555908
none,the meaning of para.,0.0,1296,5,9,202,222,4,0.2971374988555908
none,the offence of causing death under the influence of drink contained in.,0.0,1397,1,6,32,103,12,0.36489567160606384
none,the public care in the third and the fourth applicant's home could lead.,0.0,1294,1,5,47,119,13,0.40975844860076904
none,the public prosecutor of Kulp district and the Kulp District.,0.0,105,3,5,214,275,10,0.3027154505252838
none,the purposes of the six months time limit should not be considered to.,0.0,112,4,6,279,349,13,0.41510555148124695
none,the question of whether the accused is tried by the civilian or.,0.0,1078,1,5,66,130,12,0.3342978060245514
none,"the relationship of the members of the court-martial, the Convening.",0.0,1060,1,3,31,99,11,0.32006627321243286
none,the restrictive scope of judicial.,0.0,1141,0,2,0,34,5,0.3353502154350281
none,the second requirement of Article 26 (Art.,0.0,85,0,2,0,42,7,0.28668445348739624
none,the situation complained of ceased to exist in 1991 when the second.,0.0,1339,2,4,134,202,12,0.3225257992744446
none,"the third and the fourth applicant, his paternal grandparents, while.",0.0,1327,4,7,236,305,10,0.30660197138786316
none,"them during Lonrho's acrimonious campaign and, more particularly, in.",0.0,1086,4,6,268,337,9,0.328877717256546
none,there exists an administrative practice on the part of Turkish.,0.0,115,1,6,65,128,10,0.34898805618286133
none,there exists an administrative practice on the part of Turkish.,0.0,121,1,6,65,128,10,0.34898805618286133
none,there was a car bomb which could be detonated by remote control and.,0.0,1209,3,6,203,271,13,0.45580920577049255
none,thereby caused difficulties to survey the file and to.,0.0,1369,0,2,0,54,9,0.35490623116493225
none,therefore apply in their case.,0.0,1332,2,3,30,60,5,0.34269386529922485
none,therefore have been made at least in substance in the proceedings.,0.0,1258,1,3,37,103,11,0.33045104146003723
none,they have the benefit of hearing witnesses and assessing their.,0.0,1347,2,4,118,181,10,0.5360883474349976
none,they relate to specific acts carried out on 13 November 1993 have been.,0.0,114,2,5,82,153,13,0.35236266255378723
none,they would discontinue this therapy if the second applicant's public.,0.0,1292,2,4,101,170,10,0.43192508816719055
none,"to a conflict of interests jeopardising the care, given the other.",0.0,1294,2,5,121,187,11,0.5332799553871155
none,to be present during his interviews with the police,0.0,1235,1,2,68,119,9,0.3538176715373993
none,to draw such inferences as common sense dictates.,0.0,1226,1,2,44,93,8,0.5339525938034058
none,to receive individual petitions.,0.0,1415,4,5,207,239,4,0.4606063961982727
none,to the Convening Officer (having no direct prior relationship with that.,0.0,1067,4,6,245,317,11,0.3944386839866638
none,to the second applicant.,0.0,1352,2,3,81,105,4,0.36241835355758667
none,transferred from the Sofia Penitentiary Hospital to the National.,0.0,1445,3,5,124,189,9,0.3373754918575287
none,treatment in the intensive care unit at the Sofia Military Hospital.,0.0,1436,1,2,26,94,11,0.4090140461921692
none,trial of these issues would have been biased and that they therefore.,0.0,1087,2,4,80,149,12,0.39847567677497864
none,under Article 26 in conjunction with Article 27 para.,0.0,1406,1,5,60,113,9,0.3165186643600464
none,under the state of emergency to deal effectively with their complaints.,0.0,115,5,6,342,413,11,0.3760025203227997
none,under the state of emergency to deal effectively with their complaints.,0.0,121,5,6,342,413,11,0.3760025203227997
none,unreasonable or without basis in domestic law.,0.0,1200,2,3,128,174,7,0.4896998703479767
none,up to 7 September 1992.,0.0,1414,4,5,352,375,5,0.3405200242996216
none,use of alternative means of identifying the source.,0.0,1183,2,3,134,185,8,0.5648781657218933
none,variance with Convention requirements.,0.0,1173,4,5,193,231,4,0.5041697025299072
none,"was forthcoming, the Commission considers that the relevant date for.",0.0,112,3,6,208,277,10,0.30309200286865234
none,"was lodged on 3 May 1993, i.e.",0.0,86,1,3,26,56,8,0.3447418510913849
none,was revoked; and where there had been a withdrawal of either party from cohabitation accompanied by a clear indication that consent to sexual intercourse had been terminated.,0.0,182,0,2,0,174,27,0.4485206604003906
none,was the case of the doctor whom he consulted at the Dicle Medical Faculty.,0.0,82,1,2,72,146,14,0.33878234028816223
none,were allegedly made in the course of an official act.,0.0,1250,7,8,438,491,10,0.4218827188014984
none,when it will be applied.,0.0,1181,2,3,147,171,5,0.3686511814594269
none,whether to draw an inference and is limited to drawing only such.,0.0,1225,5,7,302,367,12,0.3776915371417999
none,which were not in force in 1958 when the reservation was made,0.0,1389,4,5,196,257,12,0.32064834237098694
none,"which were not in force in 1958 when the reservation was made, the.",0.0,1169,4,8,196,263,13,0.30530327558517456
none,with the Prosecutor General which the latter dismissed on 11 November.,0.0,1423,1,3,32,102,11,0.31187933683395386
none,with the administrative and private nature of the post-hearing reviews.,0.0,1072,4,5,282,353,11,0.4246208667755127
none,with the limited sentencing regime available and the reasonableness of.,0.0,1071,1,3,22,93,10,0.39536207914352417
none,without warning and that the operation in Gibraltar was neither planned.,0.0,1220,1,4,58,130,11,0.3472505807876587
none,worse basic indicators of his blood count.,0.0,1435,1,2,57,99,7,0.371171772480011
Regarding the alleged violation of Article 5 para.,Regarding the alleged violation of Article 5 para.,1.0,1693,0,3,0,50,8,0.3762575685977936
Regarding the alleged violation of Article 5 para.,The applicant alleged that there had been a violation of Article 5 para.,0.9997307658195496,913,0,4,0,72,13,0.49662652611732483
Regarding the alleged violation of Article 5 para.,The first applicant also alleged a violation of Article 5 para.,0.9997227787971497,1627,0,3,0,63,11,0.4550592601299286
Regarding the alleged violation of Article 5 para.,Before the Court the Government stated that they were prepared to accept the Commission's opinion that there had been a violation of Article 5 para.,0.9997041821479797,883,0,3,0,148,25,0.41383591294288635
Regarding the alleged violation of Article 5 para.,As regards the complaint under Article 5 para.,0.9996961355209351,94,0,4,0,46,8,0.3200504183769226
Regarding the alleged violation of Article 5 para.,The applicant next complains under Article 6 para.,0.9996957778930664,9,0,3,0,50,8,0.3568436801433563
Regarding the alleged violation of Article 5 para.,a violation of these provisions.,0.9996935129165649,1137,2,3,178,210,5,0.5105257034301758
Regarding the alleged violation of Article 5 para.,After a preliminary examination of the complaints under Article 5 para.,0.9996886253356934,135,0,3,0,71,11,0.32636353373527527
Regarding the alleged violation of Article 5 para.,applicants' civil rights under Article 6 para.,0.999687671661377,1085,5,9,312,358,7,0.37643182277679443
Regarding the alleged violation of Article 5 para.,"The applicants contended that the Inspectors' investigation and, above all, the publication of the Inspectors' report gave rise to a violation of Article 6 para.",0.9996851682662964,367,0,3,0,161,25,0.5099889039993286
Regarding the alleged violation of Article 5 para.,60-69) that the Parole Board does not satisfy the requirements of Article 5 para.,0.9996792078018188,942,3,6,337,418,15,0.3707461953163147
Regarding the alleged violation of Article 5 para.,To the extent that there might have been any interference with her rights under Article 8 para.,0.9996764659881592,152,0,3,0,95,17,0.4146154820919037
Regarding the alleged violation of Article 5 para.,"The Court is of the view that the central issue in the case under consideration is whether the applicant's detention from 7 September to 30 December 1992 was ""lawful"" within the meaning of Article 5 para.",0.9996703863143921,899,0,3,0,204,36,0.4754931926727295
Regarding the alleged violation of Article 5 para.,Examining the complaint under Article 6 para.,0.9996697902679443,1276,0,5,0,45,7,0.3059510588645935
Regarding the alleged violation of Article 5 para.,within the meaning of Article 6 para.,0.9996660947799683,1365,5,8,288,325,7,0.32426658272743225
Regarding the alleged violation of Article 5 para.,The Commission recalls that under Article 5 para.,0.999663233757019,136,0,4,0,49,8,0.31547805666923523
Regarding the alleged violation of Article 5 para.,In examining whether this interference is justified under para.,0.9996612071990967,1322,0,6,0,63,9,0.3882089853286743
Regarding the alleged violation of Article 5 para.,5-5) of the Convention the right to compensation is conditional on a breach of one of the paragraphs of Article 5 (Art.,0.99965500831604,136,2,4,58,177,23,0.41373977065086365
Regarding the alleged violation of Article 5 para.,"We would recall, as did the Commission (report, paragraph 75), that in the similar case of Fox, Campbell and Hartley (paragraph 46) the Court found a violation of Article 5 para.",0.9996451139450073,1701,0,3,0,178,31,0.4520670771598816
Regarding the alleged violation of Article 5 para.,8) of the Convention is directly linked with the issues under Article 5 para.,0.99964439868927,1702,1,4,41,118,14,0.33362704515457153
Regarding the alleged violation of Article 5 para.,it considers that such errors might have involved a possible violation.,0.9996378421783447,1348,3,12,162,233,11,0.7256516218185425
Regarding the alleged violation of Article 5 para.,general and therefore is in itself in violation of this provision.,0.9996317625045776,1204,1,2,53,119,11,0.42062652111053467
Regarding the alleged violation of Article 5 para.,"43, in relation to Article 5 para.",0.9996248483657837,1618,3,9,122,156,7,0.3269933760166168
Regarding the alleged violation of Article 5 para.,The Government and the Commission both considered that there had been no violation of Article 6 paras.,0.9996234178543091,1057,0,4,0,102,17,0.44121766090393066
Regarding the alleged violation of Article 5 para.,alleged infringements of it in the proceedings before the Commission.,0.9996159076690674,1354,2,3,100,169,10,0.37533271312713623
Regarding the alleged violation of Article 5 para.,"In the first place, Article 5 para.",0.9996050000190735,949,0,3,0,35,7,0.2735210359096527
Regarding the alleged violation of Article 5 para.,"In the first place, Article 5 para.",0.9996050000190735,627,0,3,0,35,7,0.2735210359096527
Regarding the alleged violation of Article 5 para.,"This does not necessarily mean, however, that the purpose of her arrest and detention was not in accordance with Article 5 para.",0.9996032118797302,1621,0,5,0,128,22,0.4601098597049713
Regarding the alleged violation of Article 5 para.,facts under Article 6 para.,0.9995918869972229,1263,1,4,74,101,5,0.3062216341495514
Regarding the alleged violation of Article 5 para.,properly to reason her constitutional complaint as regards the alleged.,0.9995914101600647,1241,1,4,40,111,10,0.2964882254600525
Regarding the alleged violation of Article 5 para.,"62), that a period of detention without judicial control of four days and six hours fell outside the strict constraints as to time permitted by Article 5 para.",0.9995762705802917,261,2,5,150,309,28,0.3949180841445923
Regarding the alleged violation of Article 5 para.,The Commission has found above that the applicants' claims under Article 6 paras.,0.9995061159133911,1136,0,6,0,81,13,0.33996567130088806
Regarding the alleged violation of Article 5 para.,The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para.,0.9994913339614868,1756,0,3,0,139,20,0.3701765835285187
Regarding the alleged violation of Article 5 para.,The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para.,0.9994913339614868,1804,0,3,0,139,20,0.3701765835285187
Regarding the alleged violation of Article 5 para.,The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para.,0.9994913339614868,863,0,3,0,139,20,0.3701765835285187
Regarding the alleged violation of Article 5 para.,The Court reiterates that decisions taken by administrative authorities which do not themselves satisfy the requirements of Article 6 para.,0.9994913339614868,510,0,3,0,139,20,0.3701765835285187
Regarding the alleged violation of Article 5 para.,the provision of Section 5 para.,0.999483585357666,1397,4,6,178,210,6,0.28793710470199585
Regarding the alleged violation of Article 5 para.,"The Commission finds that the applicant was deprived of his liberty ""after conviction by a competent court"" within the meaning of Article 5 para.",0.9994792342185974,4,0,3,0,145,24,0.4802142381668091
Regarding the alleged violation of Article 5 para.,requirements of Article 5 para.,0.9994775652885437,1381,1,10,46,77,5,0.32602208852767944
Regarding the alleged violation of Article 5 para.,"5-5) of the Convention, since Mrs Murray's arrest and detention were in breach of paragraphs 1 and 2 of this Article (art.",0.9994756579399109,1700,2,5,30,152,23,0.3705071210861206
Regarding the alleged violation of Article 5 para.,It follows that this part of the case is manifestly ill-founded within the meaning of Article 27 para.,0.9994524121284485,185,0,3,0,102,19,0.4916441738605499
Regarding the alleged violation of Article 5 para.,"5, 6) of the.",0.999448835849762,1405,3,10,180,193,4,0.283313512802124
Regarding the alleged violation of Article 5 para.,This provision is an integral part of the scheme of protection afforded by Article 5 (art.,0.9994426369667053,1696,0,4,0,90,16,0.4325851798057556
Regarding the alleged violation of Article 5 para.,5-1-c) of the Convention.,0.9994389414787292,1607,2,3,305,330,6,0.35180434584617615
Regarding the alleged violation of Article 5 para.,that Article 5 para.,0.9994291663169861,1379,2,6,136,156,4,0.27789226174354553
Regarding the alleged violation of Article 5 para.,He relies on Article 6 para.,0.9994243383407593,174,0,3,0,28,6,0.3203292489051819
Regarding the alleged violation of Article 5 para.,1 taken together with Article 6 para.,0.9993826150894165,998,1,4,458,495,7,0.33556067943573
Regarding the alleged violation of Article 5 para.,5-1-a) of the Convention.,0.999281108379364,4,2,3,158,183,6,0.3349640667438507
Regarding the alleged violation of Article 5 para.,5-1) contains an exhaustive list of permissible grounds for deprivation of liberty which must be interpreted strictly,0.9992750287055969,898,2,3,42,159,18,0.47738105058670044
Regarding the alleged violation of Article 5 para.,The Court would stress the importance of Article 5 (art.,0.9992326498031616,266,0,2,0,56,10,0.33581891655921936
Regarding the alleged violation of Article 5 para.,to the breaches of the Convention alleged and at the same time can.,0.9992091059684753,102,3,5,130,197,13,0.346264123916626
Regarding the alleged violation of Article 5 para.,to the breaches of the Convention alleged and at the same time can.,0.9992091059684753,117,3,5,130,197,13,0.346264123916626
Regarding the alleged violation of Article 5 para.,to the breaches of the Convention alleged and at the same time can.,0.9992091059684753,1196,3,5,130,197,13,0.346264123916626
Regarding the alleged violation of Article 5 para.,"As in the case of Fox, Campbell and Hartley, the Government's explanation did not meet the minimum standards set by Article 5 para.",0.999204695224762,1586,0,3,0,131,23,0.47968611121177673
Regarding the alleged violation of Article 5 para.,The object of questioning during detention under sub-paragraph (c) of Article 5 para.,0.999193012714386,1593,0,3,0,85,14,0.3462063670158386
Regarding the alleged violation of Article 5 para.,"26), namely the opportunity of putting right the violations alleged against them"" (Eur.",0.9991010427474976,51,1,5,153,240,13,0.3837459087371826
Regarding the alleged violation of Article 5 para.,contravention of the provisions of this Article shall have an.,0.9990804195404053,130,3,5,117,179,10,0.36344006657600403
Regarding the alleged violation of Article 5 para.,The Commission also finds no evidence in the case to suggest an infringement of paragraphs 3 and 4 of Article 5 (Art.,0.999077558517456,5,0,2,0,117,22,0.4406846761703491
Regarding the alleged violation of Article 5 para.,in Article 6 para.,0.9990749359130859,1239,4,7,273,291,4,0.3230723738670349
Regarding the alleged violation of Article 5 para.,quash an authority's decision for violation of procedural rules where.,0.9990653395652771,1168,2,8,132,202,10,0.5262439250946045
Regarding the alleged violation of Article 5 para.,The Commission first recalls that the guarantees in paras.,0.9990204572677612,1254,0,7,0,58,9,0.27319401502609253
Regarding the alleged violation of Article 5 para.,"The Court's task, as stated by the majority (paragraph 66 of the judgment), is to determine whether the conditions laid down by sub-paragraph (c) of Article 5 para.",0.9988631010055542,1697,0,3,0,164,29,0.35963305830955505
Regarding the alleged violation of Article 5 para.,1 (P1-1) to the Convention are manifestly ill-founded within the meaning of Article 27 para.,0.9988507032394409,1136,3,6,182,274,17,0.4169429838657379
Regarding the alleged violation of Article 5 para.,"In the Fox, Campbell and Hartley judgment (paragraph 40) the Court declared that ""[p]aragraph 2 of Article 5 (art.",0.9988321661949158,1695,0,2,0,114,19,0.3223375976085663
Regarding the alleged violation of Article 5 para.,This part of the application cannot therefore be rejected as being manifestly ill-founded within the meaning of Article 27 para.,0.9988266825675964,139,1,4,122,250,22,0.47620144486427307
Regarding the alleged violation of Article 5 para.,This part of the application can therefore also not be rejected as being manifestly ill-founded within the meaning of Article 27 para.,0.9987682700157166,134,0,3,0,134,23,0.47630271315574646
Regarding the alleged violation of Article 5 para.,Turkish Constitution or Article 8 of Decree 430 of 16 December 1990.,0.9986905455589294,123,4,5,274,342,12,0.3560802638530731
Regarding the alleged violation of Article 5 para.,"Accordingly, there is no appearance of a violation of Article 6.
para.",0.9986701011657715,1310,0,3,0,71,12,0.46334898471832275
Regarding the alleged violation of Article 5 para.,As to Article 5 para.,0.9985600113868713,1700,0,5,0,21,5,0.33582350611686707
Regarding the alleged violation of Article 5 para.,The applicant complains under Article 6 (Art.,0.9984682202339172,1458,0,5,0,45,7,0.3481663763523102
Regarding the alleged violation of Article 5 para.,The applicants' argument would amount to reading into Article 6 para.,0.9982592463493347,438,0,3,0,69,11,0.40783700346946716
Regarding the alleged violation of Article 5 para.,13) to provide an effective remedy in respect of violations of the Convention.,0.9982258677482605,275,1,5,172,250,13,0.5260066986083984
Regarding the alleged violation of Article 5 para.,It follows that this part of the application cannot be dismissed as manifestly ill-founded within the meaning of Article 27 para.,0.998160183429718,186,0,3,0,129,23,0.45906752347946167
Regarding the alleged violation of Article 5 para.,"judgments of the Court, Article 5 para.",0.9978200197219849,1377,1,7,18,57,7,0.3135511577129364
Regarding the alleged violation of Article 5 para.,"In reply the applicant maintains that the breach of which he is complaining consists of a continuing violation,",0.997759222984314,49,0,1,0,111,18,0.5416015982627869
Regarding the alleged violation of Article 5 para.,The Court recalls that Article 6 para.,0.9975264668464661,278,0,6,0,38,7,0.28165456652641296
Regarding the alleged violation of Article 5 para.,5-4) of the Convention.,0.9974609613418579,950,2,3,286,309,5,0.3555513024330139
Regarding the alleged violation of Article 5 para.,5-4) of the Convention.,0.9974609613418579,628,2,3,286,309,5,0.3555513024330139
Regarding the alleged violation of Article 5 para.,"if by a single act an offender contravenes several provisions, he may.",0.9973849654197693,1396,4,6,161,231,12,0.6990313529968262
Regarding the alleged violation of Article 5 para.,The applicant had been found guilty of a violation of the criminal law which both the Assize Court and the Supreme Court had considered to be sufficiently serious to justify a prison sentence.,0.9973805546760559,1567,0,1,0,192,33,0.5743513107299805
Regarding the alleged violation of Article 5 para.,"On the other hand, the administrative authorities found, in order to bring the applicant's case within the ambit of section 5 of the Road Traffic Act, that that alcohol level had been attained.",0.9972514510154724,531,0,1,0,193,33,0.4565439522266388
Regarding the alleged violation of Article 5 para.,5-1) of the Convention.,0.9969780445098877,1702,3,4,127,150,5,0.35554105043411255
Regarding the alleged violation of Article 5 para.,"Convention, the Commission finds no appearance of a violation of these.",0.9969077706336975,1276,3,5,68,139,11,0.4034261405467987
Regarding the alleged violation of Article 5 para.,of such a violation.,0.9969018697738647,1269,1,2,37,57,4,0.4218660593032837
Regarding the alleged violation of Article 5 para.,"In the three civil cases discussed in my aforementioned separate opinion, the Court found that the Austrian Administrative Court met the requirements of a tribunal within the meaning of Article 6 para.",0.9968959093093872,1769,0,3,0,201,32,0.42202991247177124
Regarding the alleged violation of Article 5 para.,"In the three civil cases discussed in my aforementioned separate opinion, the Court found that the Austrian Administrative Court met the requirements of a tribunal within the meaning of Article 6 para.",0.9968959093093872,1812,0,3,0,201,32,0.42202991247177124
Regarding the alleged violation of Article 5 para.,The relevant parts of Article 5 (art.,0.9968026876449585,259,0,6,0,37,7,0.2802177369594574
Regarding the alleged violation of Article 5 para.,5-3) of the Convention and the derogation under Article 15 (Art.,0.9965965151786804,94,2,4,55,119,12,0.31136295199394226
Regarding the alleged violation of Article 5 para.,"6) of the Convention enshrines this principle, and.",0.9965527057647705,1238,3,6,173,224,8,0.3922024369239807
Regarding the alleged violation of Article 5 para.,The Commission recalls that Article 25 para.,0.9963997602462769,1357,0,6,0,44,7,0.2617262899875641
Regarding the alleged violation of Article 5 para.,"They maintained that, unlike procedural barriers to access to court, such an exercise by the State of the power to fix the content of a particular civil right did not bring into play Article 6 para.",0.9957541227340698,397,0,4,0,198,36,0.42072248458862305
Regarding the alleged violation of Article 5 para.,"society"" within the meaning of para.",0.995537519454956,1330,5,9,207,243,6,0.3121693432331085
Regarding the alleged violation of Article 5 para.,"With regard to the level of ""suspicion"", the Court would note firstly that, as was observed in its judgment in the case of Brogan and Others, ""sub-paragraph (c) of Article 5 para.",0.9954505562782288,1591,0,3,0,179,33,0.349854439496994
Regarding the alleged violation of Article 5 para.,"them, in respect of the allegedly serious improprieties committed by.",0.995149552822113,1086,3,6,197,266,10,0.43183112144470215
Regarding the alleged violation of Article 5 para.,"3) of the Convention which is absolute, unqualified and non-derogable.",0.9951465725898743,93,1,2,41,111,11,0.34554922580718994
Regarding the alleged violation of Article 5 para.,In the context of the present case this interval cannot be regarded as falling outside the constraints of time imposed by the notion of promptness in Article 5 para.,0.9950897097587585,1645,0,3,0,165,30,0.42515847086906433
Regarding the alleged violation of Article 5 para.,6-1) of the.,0.9947675466537476,1085,7,9,367,379,4,0.2804301679134369
Regarding the alleged violation of Article 5 para.,"However, Article 6 para.",0.9946337938308716,1144,0,6,0,24,4,0.3053675889968872
Regarding the alleged violation of Article 5 para.,"The European Court, for its part, has found on the evidence before it that this suspicion could be regarded as reasonable for the purposes of sub-paragraph (c) Article 5 para.",0.9944276809692383,1660,0,3,0,175,31,0.4326448440551758
Regarding the alleged violation of Article 5 para.,There can be no doubt that Article 6 para.,0.9939360022544861,279,0,4,0,42,9,0.3194987177848816
Regarding the alleged violation of Article 5 para.,The Commission has examined whether the applicant has complied.,0.9938963055610657,104,0,5,0,63,9,0.4322572350502014
Regarding the alleged violation of Article 5 para.,"essential point, or where procedural provisions have been disregarded.",0.9938010573387146,1168,5,8,343,413,9,0.49944862723350525
Regarding the alleged violation of Article 5 para.,"This bare indication of the legal basis for the arrest, taken on its own, is insufficient for the purposes of Article 5 para.",0.993675172328949,1634,0,4,0,125,23,0.43786007165908813
Regarding the alleged violation of Article 5 para.,Commission's competence under Article 25 (Art.,0.9931281805038452,1415,2,5,136,182,6,0.27963581681251526
Regarding the alleged violation of Article 5 para.,non-acceptance of a constitutional complaint are in any event at.,0.9931179285049438,1173,3,5,126,191,11,0.347818523645401
Regarding the alleged violation of Article 5 para.,"In order to determine whether any particular form of ill-treatment should be qualified as torture, the Court must have regard to the distinction drawn in Article 3 (art.",0.9930976033210754,295,0,2,0,169,29,0.3907262086868286
Regarding the alleged violation of Article 5 para.,"13) of the Convention is partially manifestly ill-founded, within the meaning of Article 27 para.",0.9918606877326965,1138,1,4,80,177,16,0.41602322459220886
Regarding the alleged violation of Article 5 para.,"Were a similar situation to arise in the future, it would certainly be desirable for even more attention to be paid to the requirements of Article 6 of the Convention (art.",0.9918504357337952,997,0,2,0,172,31,0.3488469421863556
Regarding the alleged violation of Article 5 para.,because I do not see a necessary link between the breach of the requirements of Article 5 para.,0.9917301535606384,1727,0,3,0,95,18,0.404177188873291
Regarding the alleged violation of Article 5 para.,"This does not mean, however, that the investigating authorities have carte blanche under Article 5 (art.",0.9905481934547424,1600,0,3,0,104,16,0.34849444031715393
Regarding the alleged violation of Article 5 para.,It accordingly lacked the powers required under Article 6 para.,0.9902600646018982,1757,0,3,0,63,10,0.4265737235546112
Regarding the alleged violation of Article 5 para.,It accordingly lacked the powers required under Article 6 para.,0.9902600646018982,1805,0,3,0,63,10,0.4265737235546112
Regarding the alleged violation of Article 5 para.,It accordingly lacked the powers required under Article 6 para.,0.9902600646018982,870,0,3,0,63,10,0.4265737235546112
Regarding the alleged violation of Article 5 para.,5-1-c) (see paragraph 63 above).,0.9900389313697815,1660,2,3,184,216,7,0.49815279245376587
Regarding the alleged violation of Article 5 para.,6-1) of the Convention of,0.9893043041229248,9,2,3,59,84,6,0.3084186613559723
Regarding the alleged violation of Article 5 para.,The Court points out that in the Chorherr v. Austria judgment of 25 August 1993 it held that Austria's reservation in respect of Article 5 (art.,0.9885950684547424,1744,0,5,0,144,26,0.3407524526119232
Regarding the alleged violation of Article 5 para.,The Court points out that in the Chorherr v. Austria judgment of 25 August 1993 it held that Austria's reservation in respect of Article 5 (art.,0.9885950684547424,1788,0,5,0,144,26,0.3407524526119232
Regarding the alleged violation of Article 5 para.,The Court points out that in the Chorherr v. Austria judgment of 25 August 1993 it held that Austria's reservation in respect of Article 5 (art.,0.9885950684547424,497,0,5,0,144,26,0.3407524526119232
Regarding the alleged violation of Article 5 para.,6-2) of the.,0.9880859851837158,1276,2,5,54,66,4,0.2818075716495514
Regarding the alleged violation of Article 5 para.,Article 3 of Protocol No.,0.9870107173919678,37,0,2,0,25,5,0.3235507905483246
Regarding the alleged violation of Article 5 para.,8) of the Convention - as it has jurisdiction to do,0.9869384765625,400,1,2,232,283,10,0.3481905162334442
Regarding the alleged violation of Article 5 para.,Such an interpretation of Article 6 para.,0.986638069152832,392,0,3,0,41,7,0.34686416387557983
Regarding the alleged violation of Article 5 para.,7) of the Convention.,0.9864705204963684,1462,1,2,93,114,4,0.33750298619270325
Regarding the alleged violation of Article 5 para.,with the requirement imposed by Article 26 (Art.,0.9862812161445618,104,1,5,65,113,8,0.30329185724258423
Regarding the alleged violation of Article 5 para.,"The Court discerns no reason, on the material before it, for not concluding that each of the various measures was ""in accordance with the law"", within the meaning of Article 8 para.",0.9851065874099731,1673,0,3,0,181,32,0.3975910246372223
Regarding the alleged violation of Article 5 para.,"that this provision applies, the Commission observes that under Section.",0.9845172762870789,1311,1,5,11,83,10,0.3837595582008362
Regarding the alleged violation of Article 5 para.,"6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art.",0.9843462109565735,1747,1,3,75,191,19,0.31760698556900024
Regarding the alleged violation of Article 5 para.,"6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art.",0.9843462109565735,1790,1,3,76,192,19,0.31760698556900024
Regarding the alleged violation of Article 5 para.,"6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art.",0.9843462109565735,855,1,3,72,188,19,0.31760698556900024
Regarding the alleged violation of Article 5 para.,"6) of the Convention, whereas the wording of the reservation invoked by the Government mentions only Article 5 (art.",0.9843462109565735,500,1,3,74,190,19,0.31760698556900024
Regarding the alleged violation of Article 5 para.,6) of the Convention.,0.9838273525238037,138,1,12,42,63,4,0.3447878956794739
Regarding the alleged violation of Article 5 para.,6) of the Convention.,0.9838273525238037,1386,3,4,148,169,4,0.3447878956794739
Regarding the alleged violation of Article 5 para.,6) of the Convention.,0.9838273525238037,1161,1,2,136,157,4,0.3447878956794739
Regarding the alleged violation of Article 5 para.,6) of the Convention.,0.9838273525238037,1163,1,2,125,146,4,0.3447878956794739
Regarding the alleged violation of Article 5 para.,6) of the Convention.,0.9838273525238037,1171,3,4,140,161,4,0.3447878956794739
Regarding the alleged violation of Article 5 para.,It follows that when the compatibility of those powers with Article 6 para.,0.9828585386276245,1754,0,3,0,75,13,0.3015643358230591
Regarding the alleged violation of Article 5 para.,It follows that when the compatibility of those powers with Article 6 para.,0.9828585386276245,1802,0,3,0,75,13,0.3015643358230591
Regarding the alleged violation of Article 5 para.,It follows that when the compatibility of those powers with Article 6 para.,0.9828585386276245,868,0,3,0,75,13,0.3015643358230591
Regarding the alleged violation of Article 5 para.,It follows that when the compatibility of those powers with Article 6 para.,0.9828585386276245,514,0,3,0,75,13,0.3015643358230591
Regarding the alleged violation of Article 5 para.,It further observes that the offence provided for in section 5 of the Road Traffic Act represents only one aspect of the offence punished under Article 81 para.,0.9821270108222961,533,0,2,0,160,28,0.43620172142982483
Regarding the alleged violation of Article 5 para.,6-1) of the Convention.,0.9817323088645935,1365,7,8,334,357,5,0.354746550321579
Regarding the alleged violation of Article 5 para.,6-1) of the Convention.,0.9817323088645935,174,2,3,37,60,5,0.354746550321579
Regarding the alleged violation of Article 5 para.,3) of the Convention.,0.9808608889579773,940,1,2,349,370,4,0.3429364264011383
Regarding the alleged violation of Article 5 para.,3) of the Convention.,0.9808608889579773,1438,2,3,82,103,4,0.3429364264011383
Regarding the alleged violation of Article 5 para.,3) of the Convention.,0.9808608889579773,1456,3,4,145,166,4,0.3429364264011383
Regarding the alleged violation of Article 5 para.,3) of the Convention.,0.9808608889579773,615,1,2,349,370,4,0.3429364264011383
Regarding the alleged violation of Article 5 para.,The Court therefore proposes to proceed on the basis that Article 6 para.,0.9795897603034973,401,0,3,0,73,13,0.3268323242664337
Regarding the alleged violation of Article 5 para.,"Finally, they consider that Article 4 of Protocol No.",0.9785013794898987,1395,0,4,0,53,9,0.3075646758079529
